vaccin,jour,n_dose1,n_dose2,n_dose3,n_cum_dose1,n_cum_dose2,n_cum_dose3,nom_vaccin,dose1_glissant,dose2_glissant,doses_1_2_glissant,doses_1_2
1,2020-12-27,380,0,0,380,0,0,Pfizer/BioNTech,NA,NA,NA,380
2,2020-12-27,0,0,0,0,0,0,Moderna,NA,NA,NA,0
3,2020-12-27,0,0,0,0,0,0,AstraZeneca,NA,NA,NA,0
4,2020-12-27,0,0,0,0,0,0,Janssen,NA,NA,NA,0
0,2020-12-27,380,0,0,380,0,0,Tous vaccins,NA,NA,NA,380
1,2020-12-28,405,0,0,785,0,0,Pfizer/BioNTech,NA,NA,NA,405
2,2020-12-28,0,0,0,0,0,0,Moderna,NA,NA,NA,0
3,2020-12-28,0,0,0,0,0,0,AstraZeneca,NA,NA,NA,0
4,2020-12-28,0,0,0,0,0,0,Janssen,NA,NA,NA,0
0,2020-12-28,405,0,0,785,0,0,Tous vaccins,NA,NA,NA,405
1,2020-12-29,266,0,0,1051,0,0,Pfizer/BioNTech,NA,NA,NA,266
2,2020-12-29,0,0,0,0,0,0,Moderna,NA,NA,NA,0
3,2020-12-29,0,0,0,0,0,0,AstraZeneca,NA,NA,NA,0
4,2020-12-29,0,0,0,0,0,0,Janssen,NA,NA,NA,0
0,2020-12-29,266,0,0,1051,0,0,Tous vaccins,NA,NA,NA,266
1,2020-12-30,312,0,0,1363,0,0,Pfizer/BioNTech,NA,NA,NA,312
2,2020-12-30,0,0,0,0,0,0,Moderna,NA,NA,NA,0
3,2020-12-30,0,0,0,0,0,0,AstraZeneca,NA,NA,NA,0
4,2020-12-30,0,0,0,0,0,0,Janssen,NA,NA,NA,0
0,2020-12-30,312,0,0,1363,0,0,Tous vaccins,NA,NA,NA,312
1,2020-12-31,247,0,0,1610,0,0,Pfizer/BioNTech,NA,NA,NA,247
2,2020-12-31,0,0,0,0,0,0,Moderna,NA,NA,NA,0
3,2020-12-31,0,0,0,0,0,0,AstraZeneca,NA,NA,NA,0
4,2020-12-31,0,0,0,0,0,0,Janssen,NA,NA,NA,0
0,2020-12-31,247,0,0,1610,0,0,Tous vaccins,NA,NA,NA,247
1,2021-01-01,283,0,0,1893,0,0,Pfizer/BioNTech,NA,NA,NA,283
2,2021-01-01,0,0,0,0,0,0,Moderna,NA,NA,NA,0
3,2021-01-01,0,0,0,0,0,0,AstraZeneca,NA,NA,NA,0
4,2021-01-01,0,0,0,0,0,0,Janssen,NA,NA,NA,0
0,2021-01-01,283,0,0,1893,0,0,Tous vaccins,NA,NA,NA,283
1,2021-01-02,228,0,0,2121,0,0,Pfizer/BioNTech,303,0,303,228
2,2021-01-02,0,0,0,0,0,0,Moderna,0,0,0,0
3,2021-01-02,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-02,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-02,228,0,0,2121,0,0,Tous vaccins,303,0,303,228
1,2021-01-03,267,0,0,2388,0,0,Pfizer/BioNTech,287,0,287,267
2,2021-01-03,0,0,0,0,0,0,Moderna,0,0,0,0
3,2021-01-03,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-03,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-03,267,0,0,2388,0,0,Tous vaccins,287,0,287,267
1,2021-01-04,1760,0,0,4148,0,0,Pfizer/BioNTech,480,0,480,1760
2,2021-01-04,0,0,0,0,0,0,Moderna,0,0,0,0
3,2021-01-04,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-04,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-04,1760,0,0,4148,0,0,Tous vaccins,480,0,480,1760
1,2021-01-05,5696,0,0,9844,0,0,Pfizer/BioNTech,1256,0,1256,5696
2,2021-01-05,0,0,0,0,0,0,Moderna,0,0,0,0
3,2021-01-05,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-05,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-05,5696,0,0,9844,0,0,Tous vaccins,1256,0,1256,5696
1,2021-01-06,11608,0,0,21452,0,0,Pfizer/BioNTech,2870,0,2870,11608
2,2021-01-06,0,0,0,0,0,0,Moderna,0,0,0,0
3,2021-01-06,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-06,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-06,11608,0,0,21452,0,0,Tous vaccins,2870,0,2870,11608
1,2021-01-07,29065,0,0,50517,0,0,Pfizer/BioNTech,6987,0,6987,29065
2,2021-01-07,0,0,0,0,0,0,Moderna,0,0,0,0
3,2021-01-07,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-07,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-07,29065,0,0,50517,0,0,Tous vaccins,6987,0,6987,29065
1,2021-01-08,36724,0,0,87241,0,0,Pfizer/BioNTech,12193,0,12193,36724
2,2021-01-08,0,0,0,0,0,0,Moderna,0,0,0,0
3,2021-01-08,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-08,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-08,36724,0,0,87241,0,0,Tous vaccins,12193,0,12193,36724
1,2021-01-09,11073,0,0,98314,0,0,Pfizer/BioNTech,13742,0,13742,11073
2,2021-01-09,0,0,0,0,0,0,Moderna,0,0,0,0
3,2021-01-09,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-09,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-09,11073,0,0,98314,0,0,Tous vaccins,13742,0,13742,11073
1,2021-01-10,5764,0,0,104078,0,0,Pfizer/BioNTech,14527,0,14527,5764
2,2021-01-10,0,0,0,0,0,0,Moderna,0,0,0,0
3,2021-01-10,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-10,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-10,5764,0,0,104078,0,0,Tous vaccins,14527,0,14527,5764
1,2021-01-11,39632,0,0,143710,0,0,Pfizer/BioNTech,19937,0,19937,39632
2,2021-01-11,0,0,0,0,0,0,Moderna,0,0,0,0
3,2021-01-11,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-11,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-11,39632,0,0,143710,0,0,Tous vaccins,19937,0,19937,39632
1,2021-01-12,61655,0,0,205365,0,0,Pfizer/BioNTech,27932,0,27932,61655
2,2021-01-12,0,0,0,0,0,0,Moderna,0,0,0,0
3,2021-01-12,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-12,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-12,61655,0,0,205365,0,0,Tous vaccins,27932,0,27932,61655
1,2021-01-13,64602,0,0,269967,0,0,Pfizer/BioNTech,35502,0,35502,64602
2,2021-01-13,0,0,0,0,0,0,Moderna,0,0,0,0
3,2021-01-13,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-13,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-13,64602,0,0,269967,0,0,Tous vaccins,35502,0,35502,64602
1,2021-01-14,80854,0,0,350821,0,0,Pfizer/BioNTech,42901,0,42901,80854
2,2021-01-14,1107,0,0,1107,0,0,Moderna,158,0,158,1107
3,2021-01-14,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-14,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-14,81961,0,0,351928,0,0,Tous vaccins,43059,0,43059,81961
1,2021-01-15,68179,0,0,419000,0,0,Pfizer/BioNTech,47394,0,47394,68179
2,2021-01-15,319,0,0,1426,0,0,Moderna,204,0,204,319
3,2021-01-15,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-15,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-15,68498,0,0,420426,0,0,Tous vaccins,47598,0,47598,68498
1,2021-01-16,19770,86,0,438770,86,0,Pfizer/BioNTech,48637,12,48649,19856
2,2021-01-16,258,0,0,1684,0,0,Moderna,241,0,241,258
3,2021-01-16,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-16,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-16,20028,86,0,440454,86,0,Tous vaccins,48877,12,48889,20114
1,2021-01-17,10731,42,0,449501,128,0,Pfizer/BioNTech,49346,18,49364,10773
2,2021-01-17,42,0,0,1726,0,0,Moderna,247,0,247,42
3,2021-01-17,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-17,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-17,10773,42,0,451227,128,0,Tous vaccins,49593,18,49611,10815
1,2021-01-18,82367,160,0,531868,288,0,Pfizer/BioNTech,55451,41,55492,82527
2,2021-01-18,3017,0,0,4743,0,0,Moderna,678,0,678,3017
3,2021-01-18,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-18,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-18,85384,160,0,536611,288,0,Tous vaccins,56129,41,56170,85544
1,2021-01-19,125420,125,0,657288,413,0,Pfizer/BioNTech,64560,59,64619,125545
2,2021-01-19,4620,0,0,9363,0,0,Moderna,1338,0,1338,4620
3,2021-01-19,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-19,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-19,130040,125,0,666651,413,0,Tous vaccins,65898,59,65957,130165
1,2021-01-20,131883,154,0,789171,567,0,Pfizer/BioNTech,74172,81,74253,132037
2,2021-01-20,5058,0,0,14421,0,0,Moderna,2060,0,2060,5058
3,2021-01-20,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-20,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-20,136941,154,0,803592,567,0,Tous vaccins,76232,81,76313,137095
1,2021-01-21,152306,130,0,941477,697,0,Pfizer/BioNTech,84379,100,84479,152436
2,2021-01-21,5256,0,0,19677,0,0,Moderna,2653,0,2653,5256
3,2021-01-21,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-21,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-21,157562,130,0,961154,697,0,Tous vaccins,87032,100,87132,157692
1,2021-01-22,115377,160,0,1056854,857,0,Pfizer/BioNTech,91122,122,91244,115537
2,2021-01-22,5034,0,0,24711,0,0,Moderna,3326,0,3326,5034
3,2021-01-22,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-22,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-22,120411,160,0,1081565,857,0,Tous vaccins,94448,122,94570,120571
1,2021-01-23,36429,50,0,1093283,907,0,Pfizer/BioNTech,93502,117,93619,36479
2,2021-01-23,1824,0,0,26535,0,0,Moderna,3550,0,3550,1824
3,2021-01-23,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-23,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-23,38253,50,0,1119818,907,0,Tous vaccins,97052,117,97169,38303
1,2021-01-24,9448,27,0,1102731,934,0,Pfizer/BioNTech,93319,115,93434,9475
2,2021-01-24,143,0,0,26678,0,0,Moderna,3565,0,3565,143
3,2021-01-24,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-24,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-24,9591,27,0,1129409,934,0,Tous vaccins,96883,115,96998,9618
1,2021-01-25,74015,1214,0,1176746,2148,0,Pfizer/BioNTech,92125,266,92391,75229
2,2021-01-25,3740,0,0,30418,0,0,Moderna,3668,0,3668,3740
3,2021-01-25,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-25,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-25,77755,1214,0,1207164,2148,0,Tous vaccins,95793,266,96059,78969
1,2021-01-26,96072,3107,0,1272818,5255,0,Pfizer/BioNTech,87933,692,88625,99179
2,2021-01-26,3832,0,0,34250,0,0,Moderna,3555,0,3555,3832
3,2021-01-26,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-26,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-26,99904,3107,0,1307068,5255,0,Tous vaccins,91488,692,92180,103011
1,2021-01-27,103289,5587,0,1376107,10842,0,Pfizer/BioNTech,83848,1468,85316,108876
2,2021-01-27,3519,0,0,37769,0,0,Moderna,3335,0,3335,3519
3,2021-01-27,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-27,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-27,106808,5587,0,1413876,10842,0,Tous vaccins,87183,1468,88651,112395
1,2021-01-28,120209,14344,0,1496316,25186,0,Pfizer/BioNTech,79263,3498,82761,134553
2,2021-01-28,3634,0,0,41403,0,0,Moderna,3104,0,3104,3634
3,2021-01-28,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-28,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-28,123843,14344,0,1537719,25186,0,Tous vaccins,82366,3498,85864,138187
1,2021-01-29,88531,17269,0,1584847,42455,0,Pfizer/BioNTech,75428,5943,81371,105800
2,2021-01-29,3200,0,0,44603,0,0,Moderna,2842,0,2842,3200
3,2021-01-29,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-29,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-29,91731,17269,0,1629450,42455,0,Tous vaccins,78269,5943,84212,109000
1,2021-01-30,27834,4219,0,1612681,46674,0,Pfizer/BioNTech,74200,6538,80738,32053
2,2021-01-30,1108,0,0,45711,0,0,Moderna,2739,0,2739,1108
3,2021-01-30,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-30,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-30,28942,4219,0,1658392,46674,0,Tous vaccins,76939,6538,83477,33161
1,2021-01-31,5057,1678,0,1617738,48352,0,Pfizer/BioNTech,73572,6774,80346,6735
2,2021-01-31,24,0,0,45735,0,0,Moderna,2722,0,2722,24
3,2021-01-31,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-01-31,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-01-31,5081,1678,0,1663473,48352,0,Tous vaccins,76295,6774,83069,6759
1,2021-02-01,48941,21115,0,1666679,69467,0,Pfizer/BioNTech,69990,9617,79607,70056
2,2021-02-01,3323,0,0,49058,0,0,Moderna,2663,0,2663,3323
3,2021-02-01,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-02-01,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-01,52264,21115,0,1715737,69467,0,Tous vaccins,72653,9617,82270,73379
1,2021-02-02,67262,34536,0,1733941,104003,0,Pfizer/BioNTech,65875,14107,79982,101798
2,2021-02-02,4397,0,0,53455,0,0,Moderna,2744,0,2744,4397
3,2021-02-02,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-02-02,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-02,71659,34536,0,1787396,104003,0,Tous vaccins,68618,14107,82725,106195
1,2021-02-03,66658,36937,0,1800599,140940,0,Pfizer/BioNTech,60642,18585,79227,103595
2,2021-02-03,5142,0,0,58597,0,0,Moderna,2975,0,2975,5142
3,2021-02-03,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-02-03,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-03,71800,36937,0,1859196,140940,0,Tous vaccins,63617,18585,82202,108737
1,2021-02-04,76629,50016,0,1877228,190956,0,Pfizer/BioNTech,54416,23681,78097,126645
2,2021-02-04,4832,4,0,63429,4,0,Moderna,3147,1,3148,4836
3,2021-02-04,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-02-04,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-04,81461,50020,0,1940657,190960,0,Tous vaccins,57563,23682,81245,131481
1,2021-02-05,63066,45292,0,1940294,236248,0,Pfizer/BioNTech,50778,27685,78463,108358
2,2021-02-05,4720,6,0,68149,10,0,Moderna,3364,1,3365,4726
3,2021-02-05,0,0,0,0,0,0,AstraZeneca,0,0,0,0
4,2021-02-05,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-05,67786,45298,0,2008443,236258,0,Tous vaccins,54142,27686,81828,113084
1,2021-02-06,19252,10383,0,1959546,246631,0,Pfizer/BioNTech,49552,28565,78117,29635
2,2021-02-06,1987,3,0,70136,13,0,Moderna,3489,2,3491,1990
3,2021-02-06,894,0,0,894,0,0,AstraZeneca,128,0,128,894
4,2021-02-06,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-06,22133,10386,0,2030576,246644,0,Tous vaccins,53169,28567,81736,32519
1,2021-02-07,3574,5036,0,1963120,251667,0,Pfizer/BioNTech,49340,29045,78385,8610
2,2021-02-07,73,0,0,70209,13,0,Moderna,3496,2,3498,73
3,2021-02-07,1375,0,0,2269,0,0,AstraZeneca,324,0,324,1375
4,2021-02-07,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-07,5022,5036,0,2035598,251680,0,Tous vaccins,53161,29047,82208,10058
1,2021-02-08,36180,45938,0,1999300,297605,0,Pfizer/BioNTech,47517,32591,80108,82118
2,2021-02-08,7480,8,0,77689,21,0,Moderna,4090,3,4093,7488
3,2021-02-08,2701,0,0,4970,0,0,AstraZeneca,710,0,710,2701
4,2021-02-08,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-08,46361,45946,0,2081959,297626,0,Tous vaccins,52317,32594,84911,92307
1,2021-02-09,50488,72346,0,2049788,369951,0,Pfizer/BioNTech,45121,37993,83114,122834
2,2021-02-09,8339,15,0,86028,36,0,Moderna,4653,5,4658,8354
3,2021-02-09,6703,0,0,11673,0,0,AstraZeneca,1668,0,1668,6703
4,2021-02-09,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-09,65530,72361,0,2147489,369987,0,Tous vaccins,51442,37998,89440,137891
1,2021-02-10,51496,76626,0,2101284,446577,0,Pfizer/BioNTech,42955,43662,86617,128122
2,2021-02-10,9244,50,0,95272,86,0,Moderna,5239,12,5251,9294
3,2021-02-10,9463,0,0,21136,0,0,AstraZeneca,3019,0,3019,9463
4,2021-02-10,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-10,70203,76676,0,2217692,446663,0,Tous vaccins,51214,43675,94889,146879
1,2021-02-11,62977,99000,0,2164261,545577,0,Pfizer/BioNTech,41005,50660,91665,161977
2,2021-02-11,10160,66,0,105432,152,0,Moderna,6000,21,6021,10226
3,2021-02-11,13485,0,0,34621,0,0,AstraZeneca,4946,0,4946,13485
4,2021-02-11,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-11,86622,99066,0,2304314,545729,0,Tous vaccins,51951,50681,102632,185688
1,2021-02-12,55442,73940,0,2219703,619517,0,Pfizer/BioNTech,39916,54753,94669,129382
2,2021-02-12,9926,238,0,115358,390,0,Moderna,6744,54,6798,10164
3,2021-02-12,13195,0,0,47816,0,0,AstraZeneca,6831,0,6831,13195
4,2021-02-12,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-12,78563,74178,0,2382877,619907,0,Tous vaccins,53491,54807,108298,152741
1,2021-02-13,15326,19254,0,2235029,638771,0,Pfizer/BioNTech,39355,56020,95375,34580
2,2021-02-13,3073,221,0,118431,611,0,Moderna,6899,85,6984,3294
3,2021-02-13,3610,0,0,51426,0,0,AstraZeneca,7219,0,7219,3610
4,2021-02-13,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-13,22009,19475,0,2404886,639382,0,Tous vaccins,53473,56105,109578,41484
1,2021-02-14,3585,7187,0,2238614,645958,0,Pfizer/BioNTech,39356,56327,95683,10772
2,2021-02-14,325,0,0,118756,611,0,Moderna,6935,85,7020,325
3,2021-02-14,915,0,0,52341,0,0,AstraZeneca,7153,0,7153,915
4,2021-02-14,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-14,4825,7187,0,2409711,646569,0,Tous vaccins,53445,56413,109858,12012
1,2021-02-15,23866,73380,0,2262480,719338,0,Pfizer/BioNTech,37597,60248,97845,97246
2,2021-02-15,3399,3064,0,122155,3675,0,Moderna,6352,522,6874,6463
3,2021-02-15,10284,0,0,62625,0,0,AstraZeneca,8236,0,8236,10284
4,2021-02-15,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-15,37549,76444,0,2447260,723013,0,Tous vaccins,52186,60770,112956,113993
1,2021-02-16,32405,96772,0,2294885,816110,0,Pfizer/BioNTech,35014,63737,98751,129177
2,2021-02-16,5006,3877,0,127161,7552,0,Moderna,5876,1074,6950,8883
3,2021-02-16,12351,0,0,74976,0,0,AstraZeneca,9043,0,9043,12351
4,2021-02-16,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-16,49762,100649,0,2497022,823662,0,Tous vaccins,49933,64811,114744,150411
1,2021-02-17,34756,98529,1,2329641,914639,1,Pfizer/BioNTech,32622,66866,99488,133285
2,2021-02-17,4183,4400,0,131344,11952,0,Moderna,5153,1695,6848,8583
3,2021-02-17,10967,0,0,85943,0,0,AstraZeneca,9258,0,9258,10967
4,2021-02-17,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-17,49906,102929,1,2546928,926591,1,Tous vaccins,47034,68561,115595,152835
1,2021-02-18,48936,113357,0,2378577,1027996,1,Pfizer/BioNTech,30617,68917,99534,162293
2,2021-02-18,5324,5088,0,136668,17040,0,Moderna,4462,2413,6875,10412
3,2021-02-18,14746,0,0,100689,0,0,AstraZeneca,9438,0,9438,14746
4,2021-02-18,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-18,69006,118445,0,2615934,1045036,1,Tous vaccins,44517,71330,115847,187451
1,2021-02-19,45034,86373,0,2423611,1114369,1,Pfizer/BioNTech,29130,70693,99823,131407
2,2021-02-19,5268,4323,0,141936,21363,0,Moderna,3797,2996,6793,9591
3,2021-02-19,14213,0,0,114902,0,0,AstraZeneca,9584,0,9584,14213
4,2021-02-19,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-19,64515,90696,0,2680449,1135732,1,Tous vaccins,42510,73689,116199,155211
1,2021-02-20,13236,26894,0,2436847,1141263,1,Pfizer/BioNTech,28831,71785,100616,40130
2,2021-02-20,1812,1508,0,143748,22871,0,Moderna,3617,3180,6797,3320
3,2021-02-20,3233,0,0,118135,0,0,AstraZeneca,9530,0,9530,3233
4,2021-02-20,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-20,18281,28402,0,2698730,1164134,1,Tous vaccins,41978,74965,116943,46683
1,2021-02-21,2310,6283,0,2439157,1147546,1,Pfizer/BioNTech,28649,71655,100304,8593
2,2021-02-21,215,86,0,143963,22957,0,Moderna,3601,3192,6793,301
3,2021-02-21,579,0,0,118714,0,0,AstraZeneca,9482,0,9482,579
4,2021-02-21,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-21,3104,6369,0,2701834,1170503,1,Tous vaccins,41732,74848,116580,9473
1,2021-02-22,24395,69375,1,2463552,1216921,2,Pfizer/BioNTech,28725,71083,99808,93770
2,2021-02-22,3572,3721,0,147535,26678,0,Moderna,3626,3286,6912,7293
3,2021-02-22,9034,0,0,127748,0,0,AstraZeneca,9303,0,9303,9034
4,2021-02-22,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-22,37001,73096,1,2738835,1243599,2,Tous vaccins,41654,74369,116023,110097
1,2021-02-23,37084,80317,1,2500636,1297238,3,Pfizer/BioNTech,29393,68733,98126,117401
2,2021-02-23,4890,3690,0,152425,30368,0,Moderna,3609,3259,6868,8580
3,2021-02-23,11229,0,0,138977,0,0,AstraZeneca,9143,0,9143,11229
4,2021-02-23,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-23,53203,84007,1,2792038,1327606,3,Tous vaccins,42145,71992,114137,137210
1,2021-02-24,40201,77600,1,2540837,1374838,4,Pfizer/BioNTech,30171,65743,95914,117801
2,2021-02-24,4917,3465,0,157342,33833,0,Moderna,3714,3126,6840,8382
3,2021-02-24,14100,0,0,153077,0,0,AstraZeneca,9591,0,9591,14100
4,2021-02-24,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-24,59218,81065,1,2851256,1408671,4,Tous vaccins,43475,68869,112344,140283
1,2021-02-25,49719,87921,1,2590556,1462759,5,Pfizer/BioNTech,30283,62109,92392,137640
2,2021-02-25,5389,3424,0,162731,37257,0,Moderna,3723,2888,6611,8813
3,2021-02-25,44726,0,0,197803,0,0,AstraZeneca,13873,0,13873,44726
4,2021-02-25,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-25,99834,91345,1,2951090,1500016,5,Tous vaccins,47879,64997,112876,191179
1,2021-02-26,46737,67840,0,2637293,1530599,5,Pfizer/BioNTech,30526,59461,89987,114577
2,2021-02-26,4296,3121,0,167027,40378,0,Moderna,3584,2716,6300,7417
3,2021-02-26,61694,0,0,259497,0,0,AstraZeneca,20656,0,20656,61694
4,2021-02-26,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-26,112727,70961,0,3063817,1570977,5,Tous vaccins,54767,62178,116945,183688
1,2021-02-27,15475,20922,0,2652768,1551521,5,Pfizer/BioNTech,30846,58608,89454,36397
2,2021-02-27,1570,1042,0,168597,41420,0,Moderna,3550,2650,6200,2612
3,2021-02-27,34660,6,0,294157,6,0,AstraZeneca,25146,1,25147,34666
4,2021-02-27,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-27,51705,21970,0,3115522,1592947,5,Tous vaccins,59542,61259,120801,73675
1,2021-02-28,3409,4385,1,2656177,1555906,6,Pfizer/BioNTech,31003,58337,89340,7794
2,2021-02-28,143,28,0,168740,41448,0,Moderna,3540,2642,6182,171
3,2021-02-28,2395,0,0,296552,6,0,AstraZeneca,25405,1,25406,2395
4,2021-02-28,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-02-28,5947,4413,1,3121469,1597360,6,Tous vaccins,59948,60980,120928,10360
1,2021-03-01,39348,48983,0,2695525,1604889,6,Pfizer/BioNTech,33139,55424,88563,88331
2,2021-03-01,5052,3764,0,173792,45212,0,Moderna,3751,2648,6399,8816
3,2021-03-01,20208,9,0,316760,15,0,AstraZeneca,27002,2,27004,20217
4,2021-03-01,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-03-01,64608,52756,0,3186077,1650116,6,Tous vaccins,63892,58074,121966,117364
1,2021-03-02,55396,61466,1,2750921,1666355,7,Pfizer/BioNTech,35755,52731,88486,116862
2,2021-03-02,6409,4724,0,180201,49936,0,Moderna,3968,2795,6763,11133
3,2021-03-02,38623,12,0,355383,27,0,AstraZeneca,30915,4,30919,38635
4,2021-03-02,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-03-02,100428,66202,1,3286505,1716318,7,Tous vaccins,70638,55530,126168,166630
1,2021-03-03,60401,60619,0,2811322,1726974,7,Pfizer/BioNTech,38641,50305,88946,121020
2,2021-03-03,6422,4881,0,186623,54817,0,Moderna,4183,2998,7181,11303
3,2021-03-03,48413,14,0,403796,41,0,AstraZeneca,35817,6,35823,48427
4,2021-03-03,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-03-03,115236,65514,0,3401741,1781832,7,Tous vaccins,78641,53309,131950,180750
1,2021-03-04,72289,64865,2,2883611,1791839,9,Pfizer/BioNTech,41865,47011,88876,137154
2,2021-03-04,8255,3962,0,194878,58779,0,Moderna,4592,3075,7667,12217
3,2021-03-04,81919,18,0,485715,59,0,AstraZeneca,41130,8,41138,81937
4,2021-03-04,0,0,0,0,0,0,Janssen,0,0,0,0
0,2021-03-04,162463,68845,2,3564204,1850677,9,Tous vaccins,87588,50094,137682,231308
